"Text","Title","Chapter"
"front row of the gallery, growled, “Now the baby’s put to bed let’s","Great Expectations",31
"have supper!” Which, to say the least of it, was out of keeping.","Great Expectations",31
"","Great Expectations",31
"Upon my unfortunate townsman all these incidents accumulated with","Great Expectations",31
"playful effect. Whenever that undecided Prince had to ask a question or","Great Expectations",31
"state a doubt, the public helped him out with it. As for example; on","Great Expectations",31
"the question whether ’twas nobler in the mind to suffer, some roared","Great Expectations",31
"yes, and some no, and some inclining to both opinions said “Toss up for","Great Expectations",31
"it;” and quite a Debating Society arose. When he asked what should such","Great Expectations",31
"fellows as he do crawling between earth and heaven, he was encouraged","Great Expectations",31
"with loud cries of “Hear, hear!” When he appeared with his stocking","Great Expectations",31
"disordered (its disorder expressed, according to usage, by one very","Great Expectations",31
"neat fold in the top, which I suppose to be always got up with a flat","Great Expectations",31
"iron), a conversation took place in the gallery respecting the paleness","Great Expectations",31
"of his leg, and whether it was occasioned by the turn the ghost had","Great Expectations",31
"given him. On his taking the recorders,—very like a little black flute","Great Expectations",31
"that had just been played in the orchestra and handed out at the","Great Expectations",31
"door,—he was called upon unanimously for Rule Britannia. When he","Great Expectations",31
"recommended the player not to saw the air thus, the sulky man said,","Great Expectations",31
"“And don’t _you_ do it, neither; you’re a deal worse than _him_!” And I","Great Expectations",31
"grieve to add that peals of laughter greeted Mr. Wopsle on every one of","Great Expectations",31
"these occasions.","Great Expectations",31
"","Great Expectations",31
"But his greatest trials were in the churchyard, which had the","Great Expectations",31
"appearance of a primeval forest, with a kind of small ecclesiastical","Great Expectations",31
"wash-house on one side, and a turnpike gate on the other. Mr. Wopsle in","Great Expectations",31
"a comprehensive black cloak, being descried entering at the turnpike,","Great Expectations",31
"the gravedigger was admonished in a friendly way, “Look out! Here’s the","Great Expectations",31
"undertaker a coming, to see how you’re a getting on with your work!” I","Great Expectations",31
"believe it is well known in a constitutional country that Mr. Wopsle","Great Expectations",31
"could not possibly have returned the skull, after moralizing over it,","Great Expectations",31
"without dusting his fingers on a white napkin taken from his breast;","Great Expectations",31
"but even that innocent and indispensable action did not pass without","Great Expectations",31
"the comment, “Wai-ter!” The arrival of the body for interment (in an","Great Expectations",31
"empty black box with the lid tumbling open), was the signal for a","Great Expectations",31
"general joy, which was much enhanced by the discovery, among the","Great Expectations",31
"bearers, of an individual obnoxious to identification. The joy attended","Great Expectations",31
"Mr. Wopsle through his struggle with Laertes on the brink of the","Great Expectations",31
"orchestra and the grave, and slackened no more until he had tumbled the","Great Expectations",31
"king off the kitchen-table, and had died by inches from the ankles","Great Expectations",31
"upward.","Great Expectations",31
"","Great Expectations",31
"We had made some pale efforts in the beginning to applaud Mr. Wopsle;","Great Expectations",31
"but they were too hopeless to be persisted in. Therefore we had sat,","Great Expectations",31
"feeling keenly for him, but laughing, nevertheless, from ear to ear. I","Great Expectations",31
"laughed in spite of myself all the time, the whole thing was so droll;","Great Expectations",31
"and yet I had a latent impression that there was something decidedly","Great Expectations",31
"fine in Mr. Wopsle’s elocution,—not for old associations’ sake, I am","Great Expectations",31
"afraid, but because it was very slow, very dreary, very uphill and","Great Expectations",31
"downhill, and very unlike any way in which any man in any natural","Great Expectations",31
"circumstances of life or death ever expressed himself about anything.","Great Expectations",31
"When the tragedy was over, and he had been called for and hooted, I","Great Expectations",31
"said to Herbert, “Let us go at once, or perhaps we shall meet him.”","Great Expectations",31
"","Great Expectations",31
"We made all the haste we could downstairs, but we were not quick enough","Great Expectations",31
"either. Standing at the door was a Jewish man with an unnatural heavy","Great Expectations",31
"smear of eyebrow, who caught my eyes as we advanced, and said, when we","Great Expectations",31
"came up with him,—","Great Expectations",31
"","Great Expectations",31
"“Mr. Pip and friend?”","Great Expectations",31
"","Great Expectations",31
"Identity of Mr. Pip and friend confessed.","Great Expectations",31
"","Great Expectations",31
"“Mr. Waldengarver,” said the man, “would be glad to have the honour.”","Great Expectations",31
"","Great Expectations",31
"“Waldengarver?” I repeated—when Herbert murmured in my ear, “Probably","Great Expectations",31
"Wopsle.”","Great Expectations",31
"","Great Expectations",31
"“Oh!” said I. “Yes. Shall we follow you?”","Great Expectations",31
"","Great Expectations",31
"“A few steps, please.” When we were in a side alley, he turned and","Great Expectations",31
"asked, “How did you think he looked?—I dressed him.”","Great Expectations",31
"","Great Expectations",31
"I don’t know what he had looked like, except a funeral; with the","Great Expectations",31
"addition of a large Danish sun or star hanging round his neck by a blue","Great Expectations",31
"ribbon, that had given him the appearance of being insured in some","Great Expectations",31
"extraordinary Fire Office. But I said he had looked very nice.","Great Expectations",31
"","Great Expectations",31
"“When he come to the grave,” said our conductor, “he showed his cloak","Great Expectations",31
"beautiful. But, judging from the wing, it looked to me that when he see","Great Expectations",31
"the ghost in the queen’s apartment, he might have made more of his","Great Expectations",31
"stockings.”","Great Expectations",31
"","Great Expectations",31
